autor,link,link1,titulo,fecha,id
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920nov29.htm,Carta a G V Chicherin 29 de noviembre,1920,"lenin Carta a G. V. Chicherin
          (29 de noviembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920nov30.htm,Carta a S E Chutskaev 30 de noviembre,1920,"lenin Carta a S. E. Chutskáev
          (30 de noviembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920dic05.htm,Carta al M N Pokrovski 5 de diciembre,1920,"lenin Carta al M. N. Pokrovski
          (5 de diciembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920dic13.htm,Carta a N N Krestinski 13 de diciembre,1920,"lenin Carta a N. N. Krestinski
          (13 de diciembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920dic14.htm,Carta a A D Tsiurupa 14 de diciembre,1920,"lenin Carta a A. D. Tsiurupa
          (14 de diciembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920dic14b.htm,Carta a A D Tsiurupa 14 de diciembre,1920,"lenin Carta a A. D. Tsiurupa
          (14 de diciembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920dic14c.htm,Carta a M I Frumkin 14 de diciembre,1920,"lenin Carta a M. I. Frumkin
          (14 de diciembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920dic28.htm,Carta a N P Gorbunov 28 de diciembre,1920,"lenin Carta a N. P. Gorbunov
          (28 de diciembre). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920.htm,Carta a E M Sklianski fines de 1920,1920,"lenin Carta a E. M. Sklianski (fines
          de 1920). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1920b.htm,Con motivo del folleto de Bela Kun Kolozsvarv Van Revolution zu Revolution,1920,"lenin Con motivo del folleto de
          Bela Kun, Kolozsvárv Van Revolution zu Revolution. _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1921/enero/24.htm,Medidas para asegurar el trabajo cientifico del academico I P Pavlov y sus colaboradores,1921,"lenin Medidas para asegurar el trabajo científico del académico I. P. Pavlov y sus
colaboradores _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1921ene04.htm,Carta a G V Chicherin 4 de enero,1920,"lenin Carta a  G. V.
          Chicherin (4 de enero). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1921ene21.htm,Carta a la Organizacion del PCR del subdistrito de Bakuri 21 de enero,1920,"lenin Carta a la Organización
          del PCR del subdistrito de Bakuri (21 de enero). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/cartas/1921ene26.htm,Carta a A I Rikov 26 de enero,1920,"lenin Carta a A. I. Rikov (26
          de enero). _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/8-iii-1921.htm,El dia internacional de las obreras,1920,"lenin El día internacional de las
          obreras. _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1921/noviembre/05.htm,Acerca de la significacion del oro ahora y despues de la victoria completa del socialismo,1921,"lenin Acerca de la
          significación del oro ahora y despues de la victoria completa del
          socialismo _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1921/octubre/14.htm,Con motivo del cuarto aniversario de la Revolucion de Octubre,1921,"lenin Con motivo del cuarto
          aniversario de la Revolución de Octubre _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1921/noviembre/02.htm,Al Comisario del Pueblo para los Correos y Telegrafos,1921,"lenin Al Comisario
          del Pueblo para los Correos y Telégrafos _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1921/junio/17.htm,Discurso al Comite Ejecutivo de la Internacional Comunista previo al III Congreso de la IC,1921,"lenin Discurso al Comité Ejecutivo de la
          Internacional Comunista, previo al III Congreso de la IC _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/iii-1922.htm,Sobre el significado del materialismo militante,1920,"lenin Sobre el significado del
          materialismo militante. _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1922/mayo/19.htm,Carta a J Stalin para los miembros del Buro Politico del Comite Central del PCR b sobre el desarrollo de la radiotecnia,1922,"lenin Carta a J. Stalin para los miembros del Buró
          Político del Comité Central del PCR(b) sobre el desarrollo de la
          radiotecnia _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1922/mayo/19b.htm,Carta a J Stalin sobre el desarrollo de la radiotecnia,1922,"lenin Carta a J. Stalin sobre el desarrollo de la
          radiotecnia _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1922/noviembre/07.htm,A los obreros y empleados de la central electrica del Estado Elektro Pieredacha,1922,"lenin A los obreros y empleados de la central
          eléctrica del Estado Elektro-Pieredacha _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1922/noviembre/13.htm,Cinco anos de la Revolucion Rusa y perspectivas de la revolucion mundial,1922,"lenin Cinco años de la Revolución Rusa y perspectivas de la
          revolución mundial _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1922/noviembre/20.htm,Discurso pronunciado en el Pleno del Soviet de Moscu,1922,"lenin Discurso pronunciado
          en el Pleno del Soviet de Moscú _"
lenin,https://www.marxists.org/espanol/lenin/obras/escritos.htm,https://www.marxists.org/espanol/lenin/obras/1920s/testamento.htm,Carta al XIII Congreso del Partido Comunista de la Union Sovietica,1920,"lenin Carta al XIII Congreso del
          Partido Comunista de la Unión Soviética. _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/index.htm,,1921,"trotsky 
 _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/indice.htm,1903,1921,trotsky 1903 _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/temas.htm,Colecciones tematicas,1921,trotsky Colecciones tematicas _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1903/info.htm,Informe de la Delegacion Siberiana,1903,trotsky Informe de la Delegación Siberiana _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1904/tareas.htm,Nuestras teareas politicas,1904,trotsky Nuestras teareas politicas _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ceip/permanente/p1.antesdel9deenero.htm,Antes del 9 de enero,1921,"trotsky Antes
        del 9 de enero _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ryp/index.htm,Resultados y perspectivas,1921,"trotsky Resultados y
        perspectivas _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ceip/permanente/p1.resultadosyperspectiva1-faltanota1.htm,Resultados y perspectivas,1921,"trotsky Resultados
        y perspectivas _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1906/19060000.htm,El consejo de los diputados obreros y la revolucion,1906,"trotsky El consejo de los diputados
        obreros y la revolución. _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ceip/permanente/elpartidodelproletariado.htm,El partido del proletariado y los partidos burgueses en la revolucion,1921,"trotsky El partido del proletariado y los
        partidos burgueses en la revolución _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ceip/permanente/elproletariadoylarevolucionrusa.htm,El proletariado y la revolucion rusa,1921,"trotsky El
        proletariado y la revolución rusa _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1908/sept/15.htm,Tolstoi,1908,trotsky Tolstoi _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1908/17-xii-1908.htm,La revolucion turca y las tareas del proletariado,1908,"trotsky La revolución
        turca y las tareas del proletariado _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ceip/permanente/conclusionesde1905.htm,Conclusiones de 1905,1905,trotsky Conclusiones de 1905 _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1909/19090103.htm,La nueva Turquia,1909,trotsky La nueva Turquía. _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1909/19090500.htm,La quiebra del terrorismo individual,1909,"trotsky La quiebra del terrorismo
        individual. _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ceip/permanente/nuestrasdiferencias.htm,Nuestras diferencias,1921,"trotsky Nuestras
        diferencias _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1910/19100000.htm,El socialismo en los Balcanes,1910,trotsky El socialismo en los Balcanes _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1910/19101101.htm,Los Balcanes la Europa capitalista y el zarismo,1910,"trotsky Los Balcanes, la
        Europa capitalista y el zarismo _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1911/19111100.htm,Por que los marxistas se oponen al terrorismo individual,1911,"trotsky Por qué los
        marxistas se oponen al terrorismo individual _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1914/1914-guerra.htm,La Guerra y la Internacional,1914,"trotsky La Guerra y la
        Internacional _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1910s/19150717.htm,Jean Jaures,1910,trotsky Jean Jaurès _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1915/agosto/04.htm,El primer ano de la guerra,1915,trotsky El primer año de la guerra _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1915/septiembre/08.htm,Manifiesto de Zimmerwald,1915,"trotsky Manifiesto
        de Zimmerwald _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/ceip/permanente/laluchaporelpoder.htm,La lucha por el poder,1921,"trotsky La
        lucha por el poder _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1916/1916.htm,El Gran Fraude de la Burguesia La defensa de las naciones pequenas,1916,trotsky El Gran Fraude de la Burguesía: La defensa de las naciones pequeñas. _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1916/1916-2.htm,El Principio Nacional,1916,trotsky El Principio Nacional _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1917/enero/20.htm,Las lecciones del Gran Ano,1917,trotsky Las lecciones del Gran Año _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1910s/1917pacif.htm,El pacifismo como sirviente del imperialismo,1910,"trotsky El pacifismo como sirviente del
        imperialismo _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1910s/19170500.htm,El derecho de las naciones a la autodeterminacion,1910,"trotsky El derecho de las naciones
        a la autodeterminación _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1917/mayo/v_1.htm,Trotsky aborda el Gobierno provisional,1917,trotsky Trotsky aborda el Gobierno provisional _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1917/mayo/v.htm,Discurso en la reunion del Soviet de Petrogrado,1917,trotsky Discurso en la reunion del Soviet de Petrogrado _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1917/mayo/7_v.htm,Reunion de la conferencia municipal de Socialdemocratas unificados,1917,trotsky Reunion de la conferencia municipal de Socialdemocratas unificados _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/11.htm,Declaracion del ex general Novitsky,1921,trotsky Declaración del ex-general Novitsky _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/12.htm,Acerca de los oficiales enganados por Krasnov,1921,trotsky Acerca de los oficiales enganados por Krasnov _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_10i.htm,De manera cientifica o de cualquier modo,1918,trotsky De manera cientifica o de cualquier modo? _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/marzo/09.htm,Control obrero y nacionalizacion,1918,trotsky Control obrero y nacionalización _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_nec_ejercito.htm,Necesitamos un ejercito,1918,trotsky Necesitamos un ejército _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_our_tareas.htm,Nuestra tarea,1918,trotsky Nuestra tarea _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_22iii.htm,La organizacion del Ejercito Rojo el nuevo ejercito,1918,trotsky La organización del Ejército Rojo: el nuevo ejército _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_21iii.htm,El Trabajo la Disciplina y el Orden,1918,"trotsky El Trabajo, la Disciplina, y el Orden _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_21iv.htm,Las tareas internas y externas del Poder Sovietico,1918,trotsky Las tareas internas y externas del Poder Soviético _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_22iv.htm,El Ejercito Rojo,1918,trotsky El Ejército Rojo _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/05.htm,,1921,trotsky ► _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_22iv_3.htm,Decreto sobre la instruccion militar obligatoria,1918,trotsky Decreto sobre la instrucción militar obligatoria _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_22_iv_4.htm,El juramento socialista,1918,trotsky El juramento socialista _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_23iv.htm,Los especialistas militares y el Ejercito Rojo,1918,trotsky Los especialistas militares y el Ejercito Rojo _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/04.htm,La organizacion del Ejercito Rojo el nuevo ejercito,1921,trotsky La organización del Ejército Rojo: el nuevo ejercito _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/06.htm,Decreto sobre la instruccion militar obligatoria,1921,trotsky Decreto sobre la instruccion militar obligatoria _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/07.htm,El juramento socialista,1921,trotsky El juramento socialista _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/09.htm,Los especialistas militares y el Ejercito Rojo,1921,trotsky Los especialistas militares y el Ejército Rojo _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_v.htm,A todos los diputados de provincia Uyezd y Volost de los Soviets de Obreros Campesinos y Cosacos,1918,"trotsky A todos los diputados de provincia, Uyezd y Volost de los Soviets de Obreros, Campesinos y Cosacos _"
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_29v.htm,El motin checoslovaco Comunicado del Comisario del Pueblo para Asuntos Militares,1918,trotsky El motín checoslovaco [Comunicado del Comisario del Pueblo para Asuntos Militares] _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_31v.htm,Respuestas a las preguntas hechas por el representante del Cuerpo Checoslovaco Vaclav Neubert,1918,trotsky Respuestas a las preguntas hechas por el representante del Cuerpo Checoslovaco Vaclav Neubert _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_4vi_2.htm,Orden del Comisario del Pueblo para Asuntos Militares,1918,trotsky Orden del Comisario del Pueblo para Asuntos Militares _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_4vi.htm,Dos caminos,1918,trotsky Dos caminos _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_9vi.htm,A la lucha contra el hambre,1918,trotsky A la lucha contra el hambre _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_13vi.htm,Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales,1918,trotsky Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_13_vi.htm,Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales,1918,trotsky Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_20vi.htm,La primera traicion,1918,trotsky La primera traición _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_22vi.htm,Hacia la intervencion,1918,trotsky Hacia la intervención _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_1vii.htm,Orden del Comisario del Pueblo para Asuntos Militares y Navales,1918,trotsky Orden del Comisario del Pueblo para Asuntos Militares y Navales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_4vii.htm,El desembarco en Murmansk,1918,trotsky El desembarco en Múrmansk _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/4_10vii.htm,Antes de la revuelta,1918,trotsky Antes de la revuelta _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/4_10vii_2.htm,Resolucion del 5to Congreso de los Soviets sobre la cuestion de la guerra y la paz,1918,trotsky Resolución del 5to Congreso de los Soviets sobre la cuestión de la guerra y la paz _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/7vii.htm,El asesinato del Conde Mirbach,1918,trotsky El asesinato del Conde Mirbach _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_7vi_2.htm,La organizacion del Ejercito Rojo,1918,trotsky La organización del Ejército Rojo _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_7vi.htm,,1918,trotsky ► _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/8vii.htm,La liquidacion de la revuelta,1918,trotsky La liquidación de la revuelta _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/9vii.htm,La Sublebacion Informe al 5to Congreso de los Soviets,1918,trotsky La Sublebacion. Informe al 5to. Congreso de los Soviets _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/10vii_1.htm,Resolucion del 5to Congreso de los Soviets sobre el informe sobre la creacion del Ejercito Rojo de Obreros y Campesinos,1918,trotsky Resolución del 5to Congreso de los Soviets sobre el informe sobre la creación del Ejército Rojo de Obreros y Campesinos _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/10vii.htm,La creacion del Ejercito Rojo de Obreros y Campesinos,1918,trotsky La creación del Ejército Rojo de Obreros y Campesinos _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_10vii.htm,A los comisarios y especialistas militares,1918,trotsky A los comisarios y especialistas militares _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/10.htm,A los comisarios y especialistas militares,1921,trotsky A los comisarios y especialistas militares _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/vii.htm,Orden del Comisario del Pueblo para Asuntos Militares,1918,trotsky Orden del Comisario del Pueblo para Asuntos Militares _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/15vii.htm,Orden N 561 del Comisario del Pueblo para Asuntos Militares y Navales,1918,trotsky Orden N° 561 del Comisario del Pueblo para Asuntos Militares y Navales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_17vii.htm,Orden del Comisario del Pueblo para Asuntos Militares y Navales,1918,trotsky Orden del Comisario del Pueblo para Asuntos Militares y Navales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_22vii.htm,Orden del Comisario del Pueblo para Asuntos Militares y Navales al Ejercito Rojo y a la Marina Roja,1918,trotsky Orden del Comisario del Pueblo para Asuntos Militares y Navales al Ejército Rojo y a la Marina Roja _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_23vii.htm,La cuestion de los oficiales,1918,trotsky La cuestión de los oficiales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/23_vii.htm,Una advertencia,1918,trotsky Una advertencia _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_29vii.htm,La patria socialista en peligro,1918,trotsky La patria socialista en peligro _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_viii.htm,En las puertas de Kazan,1918,trotsky En las puertas de Kazán _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_viii_2.htm,Recordad a Yaroslavl,1918,trotsky Recordad a Yaroslavl! _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_viii_3.htm,Una advertencia al pueblo trabajador de Kazan,1918,trotsky Una advertencia al pueblo trabajador de Kazán _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_2viii.htm,Decreto del Consejo de Comisarios del Pueblo sobre el llamado para el servcio militar bligatorio,1918,trotsky Decreto del Consejo de Comisarios del Pueblo sobre el llamado para el servcio militar bligatorio _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/16.htm,Decreto del Consejo de Comisarios del Pueblo sobre el llamado para el servcio militar obligatorio,1921,trotsky Decreto del Consejo de Comisarios del Pueblo sobre el llamado para el servcio militar obligatorio _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_3viii.htm,Orden del Comisario del Pueblo para Asuntos Militares,1918,trotsky Orden del Comisario del Pueblo para Asuntos Militares _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_6viii.htm,Orden del Comisario del Pueblo para Asuntos Militares y Navales,1918,trotsky Orden del Comisario del Pueblo para Asuntos Militares y Navales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_8viii.htm,Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales,1918,trotsky Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_11viii.htm,Orden del dia N 21,1918,trotsky Orden del dia N° 21 _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/em/13.htm,Orden del dia N 21,1921,trotsky Orden del dia N° 21 _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_13viii.htm,El regimiento leton Semi galiano,1918,trotsky El regimiento letón Semi-galiano _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_14viii.htm,Los Maestros Rusos de checoslovaquia,1918,trotsky Los Maestros Rusos de checoslovaquia _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_14viii_2.htm,Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales N 18 1918,1918,trotsky Orden del Presidente del Consejo Supremo Militar y del Comisario del Pueblo para Asuntos Militares y Navales N° 18-1918 _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_15viii.htm,Los colaboradores de los Guardias Blancos checoslovacos,1918,trotsky Los colaboradores de los Guardias Blancos-checoslovacos _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_19viii.htm,Camaradas marineros de la flotilla del Volga,1918,trotsky Camaradas marineros de la flotilla del Volga! _
trotsky,https://www.marxists.org/espanol/trotsky/indice.htm,https://www.marxists.org/espanol/trotsky/1918/1918_22viii.htm,Una mentira americana,1918,trotsky Una mentira americana _
